7,   1258, 3215
7,   1258, 3216
7,   1258, 3215
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
7,   1258, 3216
8,   1258, 3216
8,   1258, 3216
8,   1257, 3216
8,   1258, 3216
8,   1258, 3216
8,   1258, 3216
8,   1258, 3216
8,   1258, 3216
8,   1258, 3216
8,   1258, 3215
8,   1258, 3216
8,   1258, 3216
8,   1258, 3215
8,   1258, 3216
8,   1258, 3216
8,   1258, 3216
8,   1258, 3215
8,   1258, 3216
8,   1257, 3216
9,   1258, 3216
9,   1257, 3216
9,   1258, 3216
9,   1258, 3216
9,   1257, 3216
9,   1257, 3216
9,   1258, 3218
9,   1258, 3216
9,   1258, 3216
9,   1258, 3216
9,   1258, 3216
9,   1258, 3216
9,   1258, 3216
9,   1258, 3216
9,   1257, 3216
9,   1258, 3216
9,   1257, 3216
9,   1257, 3216
9,   1258, 3216
10,   1258, 3216
10,   1258, 3216
10,   1258, 3216
10,   1257, 3216
10,   1257, 3216
10,   1257, 3216
10,   1258, 3215
10,   1257, 3216
10,   1257, 3216
10,   1257, 3216
10,   1258, 3216
10,   1257, 3216
10,   1257, 3216
10,   1258, 3216
10,   1257, 3216
10,   1257, 3216
10,   1257, 3216
10,   1258, 3216
10,   1257, 3216
11,   1258, 3216
11,   1258, 3216
11,   1258, 3216
11,   1257, 3216
11,   1258, 3216
11,   1257, 3216
11,   1257, 3216
11,   1257, 3216
11,   1257, 3216
11,   1258, 3216
11,   1257, 3216
11,   1257, 3216
11,   1257, 3216
11,   1258, 3216
11,   1257, 3216
11,   1257, 3216
11,   1258, 3216
11,   1258, 3216
11,   1257, 3216
11,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1258, 3216
12,   1258, 3216
12,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1257, 3216
12,   1258, 3216
12,   1258, 3216
12,   1257, 3216
12,   1258, 3216
12,   1258, 3216
12,   1257, 3216
12,   1257, 3216
13,   1257, 3216
13,   1258, 3216
13,   1257, 3216
13,   1323, 3271
13,   1600, 3552
13,   1901, 1336
13,   2218, 232
13,   2507, 534
13,   2837, 878
13,   3128, 1178
13,   3431, 1491
13,   3701, 1769
13,   64, 2051
13,   367, 2343
13,   661, 2628
13,   948, 2909
13,   1232, 3172
13,   1515, 3453
14,   1836, 3709
14,   2140, 152
14,   2451, 468
14,   2730, 764
14,   3012, 1061
14,   3323, 1368
14,   3599, 1660
14,   202, 1942
14,   254, 2234
14,   592, 2561
14,   895, 2847
14,   1174, 3113
14,   1462, 3396
14,   1766, 3699
14,   2076, 92
14,   2374, 395
14,   2666, 701
14,   2939, 992
14,   3238, 1289
14,   3528, 1589
15,   3139, 1866
15,   168, 2153
15,   466, 2436
15,   762, 2722
15,   1037, 2980
15,   1321, 3261
15,   1621, 3557
15,   1927, 565
15,   2293, 298
15,   2568, 596
15,   2851, 884
15,   3144, 1187
15,   3424, 1480
15,   3700, 1768
15,   51, 2036
15,   338, 2316
15,   606, 2580
16,   892, 2842
16,   1167, 3109
16,   1456, 3392
16,   1743, 3681
16,   2042, 59
16,   2348, 370
16,   2646, 680
16,   2924, 965
16,   3211, 1271
16,   3503, 1562
16,   1362, 1915
16,   199, 2187
16,   487, 2455
16,   768, 2727
16,   1065, 3020
16,   1361, 3304
16,   1655, 3580
16,   1956, 26
16,   2270, 293
16,   2570, 593
17,   2846, 883
17,   3142, 1185
17,   3421, 1478
17,   3671, 1760
17,   51, 2030
17,   344, 2322
17,   624, 2582
17,   911, 2861
17,   1202, 3136
17,   1498, 3430
17,   1845, 3698
17,   2144, 156
17,   2450, 475
17,   2733, 774
17,   3011, 1061
17,   3312, 1367
17,   3589, 1651
17,   481, 1921
17,   244, 2221
17,   518, 2485
18,   791, 2751
18,   1080, 3026
18,   1374, 3315
18,   1670, 3608
18,   1978, 26
18,   2288, 296
18,   2563, 592
18,   2868, 903
18,   3146, 1194
18,   3485, 1547
18,   3708, 1814
18,   107, 2094
18,   397, 2372
18,   672, 2638
18,   958, 2909
18,   1245, 3188
18,   1548, 3489
18,   1842, 3662
19,   2149, 168
19,   2447, 475
19,   2743, 785
19,   3021, 1063
19,   3312, 1365
19,   3583, 1638
19,   602, 1919
19,   214, 2193
19,   487, 2459
19,   778, 2737
19,   1114, 3054
19,   1401, 3333
19,   1697, 3637
19,   1991, 29
19,   2291, 307
19,   2566, 595
19,   2848, 885
19,   3110, 1161
19,   3413, 1479
20,   3672, 1731
20,   28, 2012
20,   316, 2296
20,   592, 2561
20,   868, 2822
20,   1159, 3101
20,   1458, 3384
20,   1757, 3692
20,   2053, 71
20,   2353, 366
20,   2697, 731
20,   2977, 1025
20,   3279, 1331
20,   3538, 1594
20,   3251, 1866
20,   143, 2133
20,   461, 2420
20,   717, 2679
20,   1001, 2948
20,   1294, 3241
21,   1586, 3515
21,   1878, 2102
21,   2191, 198
21,   2478, 503
21,   2747, 783
21,   3024, 1069
21,   3315, 1371
21,   3586, 1639
21,   943, 1911
21,   246, 2226
21,   519, 2487
21,   818, 2766
21,   1057, 3006
21,   1339, 3278
21,   1628, 3562
21,   1922, 759
21,   2219, 232
21,   2509, 535
22,   2796, 830
22,   3076, 1119
22,   3354, 1419
22,   3622, 1682
22,   68, 1943
22,   241, 2216
22,   500, 2473
22,   775, 2736
22,   1049, 3002
22,   1323, 3266
22,   1671, 3611
22,   1968, 20
22,   2263, 280
22,   2535, 562
22,   2821, 856
22,   3085, 1130
22,   3343, 1402
22,   3599, 1653
22,   1072, 1907
23,   152, 2137
23,   403, 2380
23,   659, 2621
23,   916, 2866
23,   1170, 3111
23,   1421, 3361
23,   1659, 3594
23,   1870, 1896
23,   2149, 155
23,   2402, 415
23,   2685, 710
23,   2933, 979
23,   3210, 1269
23,   3477, 1529
23,   3703, 1774
23,   49, 2037
23,   308, 2289
23,   543, 2518
23,   810, 2775
23,   1085, 3037
24,   1369, 3313
24,   1641, 3577
24,   1936, 123
24,   2230, 243
24,   2523, 547
24,   2800, 827
24,   3074, 1116
24,   3329, 1387
24,   3595, 1650
24,   23, 1960
24,   242, 2223
24,   513, 2480
24,   769, 2729
24,   1040, 2983
24,   1320, 3258
24,   1600, 3537
24,   1898, 1580
24,   2200, 213
25,   2493, 520
25,   2756, 779
25,   3037, 1086
25,   3327, 1368
25,   3576, 1629
25,   2102, 1885
25,   157, 2147
25,   424, 2401
25,   685, 2645
25,   952, 2894
25,   1260, 3200
25,   1549, 3484
25,   1826, 3698
25,   2107, 113
25,   2319, 332
25,   2350, 357
25,   2342, 358
25,   2350, 357
26,   2350, 357
26,   2350, 356
26,   2350, 357
26,   2350, 356
26,   2350, 357
26,   2350, 357
26,   2350, 356
26,   2350, 356
26,   2350, 356
26,   2350, 356
26,   2349, 356
26,   2350, 356
26,   2350, 356
26,   2349, 356
26,   2350, 356
26,   2350, 356
26,   2350, 356
26,   2349, 356
26,   2349, 356
26,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2349, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2349, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
27,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2349, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
28,   2350, 356
29,   2350, 356
29,   2350, 356
29,   2349, 356
29,   2350, 356
29,   2350, 356
29,   2350, 355
29,   2350, 356
29,   2350, 355
29,   2349, 356
29,   2351, 356
29,   2350, 356
29,   2349, 356
29,   2349, 356
29,   2349, 356
29,   2349, 356
29,   2349, 356
29,   2349, 356
29,   2350, 356
29,   2350, 356
29,   2349, 356
30,   2349, 355
30,   2350, 355
30,   2350, 356
30,   2350, 356
30,   2350, 356
30,   2350, 356
30,   2350, 356
30,   2349, 356
30,   2350, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
30,   2349, 356
31,   2349, 356
31,   2349, 356
31,   2349, 356
31,   2349, 356
31,   2349, 355
31,   2349, 355
31,   2349, 356
31,   2349, 356
31,   2349, 356
31,   2349, 356
31,   2349, 355
31,   2348, 356
31,   2349, 356
31,   2349, 355
31,   2349, 356
31,   2349, 355
31,   2350, 356
31,   2349, 355
31,   2349, 356
32,   2349, 356
32,   2349, 356
32,   2349, 355
32,   2349, 356
32,   2349, 356
32,   2349, 356
32,   2349, 356
32,   2350, 356
32,   2349, 356
32,   2349, 356
32,   2350, 355
32,   2349, 356
32,   2349, 356
32,   2349, 355
32,   2349, 355
32,   2349, 356
32,   2349, 355
32,   2349, 356
32,   2349, 355
32,   2350, 356
33,   2349, 356
33,   2347, 356
33,   2349, 356
33,   2349, 356
33,   2349, 355
33,   2349, 356
33,   2349, 355
33,   2348, 356
33,   2349, 356
33,   2349, 356
33,   2349, 356
33,   2350, 355
33,   2349, 356
33,   2349, 356
33,   2349, 356
33,   2349, 355
33,   2348, 356
33,   2349, 356
33,   2348, 356
34,   2349, 356
34,   2349, 356
34,   2349, 356
34,   2349, 356
34,   2348, 355
34,   2349, 355
34,   2349, 356
34,   2349, 356
34,   2349, 356
34,   2348, 355
34,   2348, 356
34,   2349, 356
34,   2349, 356
34,   2349, 356
34,   2349, 355
34,   2348, 355
34,   2348, 356
34,   2349, 355
35,   2348, 356
35,   2349, 356
35,   2349, 355
35,   2349, 356
35,   2349, 355
35,   2349, 355
35,   2349, 356
35,   2349, 356
35,   2349, 355
35,   2349, 356
35,   2349, 356
35,   2349, 355
35,   2349, 355
35,   2349, 355
35,   2349, 355
35,   2349, 356
35,   2349, 356
35,   2349, 356
35,   2348, 355
35,   2349, 356
36,   2348, 355
36,   2349, 356
36,   2349, 355
36,   2348, 356
36,   2349, 355
36,   2349, 355
36,   2349, 355
36,   2349, 355
36,   2349, 356
36,   2349, 356
36,   2349, 355
36,   2349, 356
36,   2349, 355
36,   2349, 356
36,   2349, 355
36,   2349, 356
36,   2349, 356
36,   2348, 355
36,   2349, 355
37,   2349, 356
37,   2348, 355
37,   2348, 355
37,   2349, 355
37,   2349, 356
37,   2348, 355
37,   2349, 355
37,   2349, 355
37,   2349, 356
37,   2349, 355
37,   2349, 355
37,   2348, 356
37,   2348, 355
37,   2349, 356
37,   2349, 355
37,   2349, 356
37,   2349, 355
37,   2349, 355
37,   2349, 355
38,   2349, 355
38,   2349, 355
38,   2349, 356
38,   2348, 355
38,   2349, 356
38,   2349, 355
38,   2349, 355
38,   2349, 356
38,   2349, 356
38,   2348, 355
38,   2349, 356
38,   2349, 356
38,   2348, 356
38,   2349, 356
38,   2349, 355
38,   2348, 355
38,   2349, 356
38,   2349, 356
38,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 356
39,   2349, 356
39,   2348, 355
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 356
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 355
39,   2349, 356
39,   2348, 355
40,   2349, 355
40,   2349, 355
40,   2348, 355
40,   2349, 355
40,   2349, 356
40,   2349, 355
40,   2349, 355
40,   2349, 355
40,   2349, 355
40,   2349, 355
